GridIndex, TrialID, ISA, lAnalysis1.nGo, lAnalysis1.nNoGo, lAnalysis1.nPause, lAnalysis1.dPrGrtMAV, bISAAnalysisRun
1, 423, 2, 1, 0, 0, 1, 1
1, 424, 2, 1, 0, 0, 1, 1
1, 425, 2, 1, 0, 0, 1, 1
1, 426, 2, 1, 0, 0, 1, 1
1, 427, 2, 1, 0, 0, 1, 1
1, 428, 2, 1, 0, 0, 1, 1
1, 429, 2, 1, 0, 0, 1, 1
1, 430, 2, 1, 0, 0, 1, 1
1, 431, 2, 1, 0, 0, 1, 1
1, 432, 2, 1, 0, 0, 1, 1
1, 433, 2, 1, 0, 0, 1, 1
1, 434, 2, 1, 0, 0, 1, 1
1, 435, 2, 1, 0, 0, 1, 1
1, 436, 2, 1, 0, 0, 0.999866666666667, 1
1, 437, 2, 1, 0, 0, 1, 1
1, 438, 2, 1, 0, 0, 1, 1
1, 439, 2, 1, 0, 0, 1, 1
1, 440, 2, 1, 0, 0, 1, 1
1, 441, 2, 1, 0, 0, 1, 1
1, 442, 2, 1, 0, 0, 0.9944, 1
1, 443, 2, 1, 0, 0, 1, 1
1, 444, 2, 1, 0, 0, 1, 1
1, 445, 2, 1, 0, 0, 1, 1
1, 446, 2, 1, 0, 0, 1, 1
1, 447, 2, 1, 0, 0, 1, 1
1, 448, 2, 1, 0, 0, 0.999866666666667, 1
1, 449, 2, 1, 0, 0, 1, 1
1, 450, 2, 1, 0, 0, 1, 1
1, 451, 2, 1, 0, 0, 1, 1
1, 452, 2, 1, 0, 0, 0.999733333333333, 1
1, 453, 2, 1, 0, 0, 1, 1
1, 454, 2, 1, 0, 0, 1, 1
1, 455, 2, 1, 0, 0, 1, 1
1, 456, 2, 1, 0, 0, 0.999866666666667, 1
1, 457, 2, 1, 0, 0, 1, 1
1, 458, 2, 1, 0, 0, 1, 1
1, 459, 2, 1, 0, 0, 1, 1
1, 460, 2, 1, 0, 0, 1, 1
1, 461, 2, 1, 0, 0, 1, 1
1, 462, 2, 1, 0, 0, 1, 1
1, 463, 2, 1, 0, 0, 1, 1
1, 464, 2, 1, 0, 0, 1, 1
1, 465, 2, 1, 0, 0, 1, 1
1, 466, 2, 1, 0, 0, 1, 1
1, 467, 2, 1, 0, 0, 1, 1
1, 468, 2, 1, 0, 0, 1, 1
1, 469, 2, 1, 0, 0, 1, 1
1, 470, 2, 1, 0, 0, 1, 1
1, 471, 2, 1, 0, 0, 1, 1
1, 472, 2, 1, 0, 0, 1, 1
1, 473, 2, 1, 0, 0, 1, 1
1, 474, 2, 1, 0, 0, 1, 1
1, 475, 2, 1, 0, 0, 1, 1
1, 476, 2, 1, 0, 0, 1, 1
1, 477, 2, 1, 0, 0, 1, 1
1, 478, 2, 1, 0, 0, 1, 1
1, 479, 2, 1, 0, 0, 1, 1
1, 480, 2, 1, 0, 0, 1, 1
1, 481, 2, 1, 0, 0, 1, 1
1, 482, 2, 1, 0, 0, 1, 1
1, 483, 2, 1, 0, 0, 1, 1
1, 484, 2, 1, 0, 0, 1, 1
1, 485, 2, 1, 0, 0, 1, 1
1, 486, 2, 1, 0, 0, 1, 1
1, 487, 2, 1, 0, 0, 1, 1
1, 488, 2, 1, 0, 0, 1, 1
1, 489, 2, 1, 0, 0, 1, 1
1, 490, 2, 1, 0, 0, 1, 1
1, 491, 2, 1, 0, 0, 1, 1
1, 492, 2, 1, 0, 0, 1, 1
1, 493, 2, 1, 0, 0, 1, 1
1, 494, 2, 1, 0, 0, 1, 1
1, 495, 2, 1, 0, 0, 0.999733333333333, 1
1, 496, 2, 1, 0, 0, 1, 1
1, 497, 2, 1, 0, 0, 1, 1
1, 498, 2, 1, 0, 0, 1, 1
1, 499, 2, 1, 0, 0, 1, 1
1, 500, 2, 1, 0, 0, 1, 1
1, 501, 2, 1, 0, 0, 1, 1
1, 502, 2, 1, 0, 0, 1, 1
1, 503, 2, 1, 0, 0, 1, 1
1, 504, 2, 1, 0, 0, 1, 1
1, 505, 2, 1, 0, 0, 1, 1
1, 506, 2, 1, 0, 0, 1, 1
1, 507, 2, 1, 0, 0, 1, 1
1, 508, 2, 1, 0, 0, 1, 1
1, 509, 2, 1, 0, 0, 1, 1
1, 510, 2, 1, 0, 0, 1, 1
1, 511, 2, 1, 0, 0, 1, 1
1, 512, 2, 1, 0, 0, 1, 1
1, 513, 2, 1, 0, 0, 1, 1
1, 514, 2, 1, 0, 0, 1, 1
1, 515, 2, 1, 0, 0, 1, 1
1, 516, 2, 1, 0, 0, 1, 1
1, 517, 2, 1, 0, 0, 1, 1
1, 518, 2, 1, 0, 0, 1, 1
1, 519, 2, 1, 0, 0, 1, 1
1, 520, 2, 1, 0, 0, 1, 1
1, 521, 2, 1, 0, 0, 1, 1
1, 522, 2, 1, 0, 0, 1, 1
